1170,1171,269,1.53763
663,624,270,75.4823
658,619,270,75.4823
506,467,270,13.8618
425,386,271,13.8618
427,388,271,13.8618
624,585,272,75.4823
975,976,272,5.24406
619,580,272,75.4823
585,546,274,75.4823
976,937,274,75.4823
936,937,274,5.24406
580,541,274,75.4823
546,507,276,75.4823
937,898,276,75.4823
387,348,276,13.8618
897,898,276,5.24406
541,502,276,75.4823
1127,1087,276,0.907369
898,859,278,75.4823
858,859,278,5.24406
502,463,278,75.4823
859,820,280,75.4823
1171,1132,280,13.8618
819,820,280,5.24406
463,424,280,75.4823
467,428,281,13.8618
820,781,282,75.4823
780,781,282,5.24406
386,347,282,13.8618
388,349,282,13.8618
781,742,284,75.4823
741,742,284,5.24406
814,774,284,4.25328
742,703,286,75.4823
774,735,286,75.4823
702,703,286,5.24406
775,735,286,4.25328
507,468,287,13.8618
348,309,287,13.8618
1087,1048,287,13.8618
703,664,288,75.4823
735,696,288,75.4823
663,664,288,5.24406
736,696,288,4.25328
664,625,290,75.4823
696,657,290,75.4823
624,625,290,5.24406
697,657,290,4.25328
1132,1093,291,13.8618
424,385,291,13.8618
625,586,292,75.4823
657,618,292,75.4823
585,586,292,5.24406
976,977,292,5.24406
658,618,292,4.25328
428,389,292,13.8618
347,308,293,13.8618
349,310,293,13.8618
977,938,294,75.4823
586,547,294,75.4823
618,579,294,75.4823
546,547,294,5.24406
937,938,294,5.24406
619,579,294,4.25328
938,899,296,75.4823
898,899,296,5.24406
579,540,296,75.4823
580,540,296,4.25328
899,860,298,75.4823
309,270,298,13.8618
540,501,298,75.4823
1048,1009,298,13.8618
859,860,298,5.24406
468,429,298,13.8618
541,501,298,4.25328
501,462,300,75.4823
860,821,300,75.4823
820,821,300,5.24406
502,462,300,4.25328
821,782,302,75.0549
462,423,302,75.0549
781,782,302,4.78344
1093,1054,302,13.8716
385,346,302,13.8716
463,423,302,3.92859
389,350,303,13.8716
782,743,304,75.0549
308,269,304,13.8716
310,271,304,13.8716
742,743,304,4.78344
547,508,305,13.8716
743,704,306,75.0549
703,704,306,4.78344
704,665,308,75.0549
664,665,308,4.78344
270,231,309,13.8716
1009,970,309,13.8716
774,734,309,3.92859
429,390,309,13.8716
665,626,310,75.0549
625,626,310,4.78344
734,695,311,75.0549
735,695,311,3.92859
626,587,312,75.0549
695,656,313,75.0549
423,384,313,13.8716
977,978,313,4.78344
696,656,313,3.92859
1054,1015,313,13.8716
346,307,313,13.8716
350,311,314,13.8716
656,617,315,75.0549
978,939,315,75.0549
269,230,315,13.8716
271,232,315,13.8716
938,939,315,4.78344
657,617,315,3.92859
508,469,316,13.8716
894,853,316,1.26356
939,900,317,75.0549
617,578,317,75.0549
899,900,317,4.78344
618,578,317,3.92859
900,861,319,75.0549
578,539,319,75.0549
860,861,319,4.78344
579,539,319,3.92859
231,192,320,13.8716
970,931,320,13.8716
390,351,320,13.8716
539,500,321,75.0549
861,822,321,75.0549
821,822,321,4.78344
500,461,323,75.0549
587,548,323,13.8716
822,783,323,75.0549
782,783,323,4.78344
384,345,324,13.8716
307,268,324,13.8716
461,422,325,75.0549
311,272,325,13.8716
783,744,325,75.0549
743,744,325,4.78344
230,191,326,13.8716
232,193,326,13.8716
744,705,327,75.0549
704,705,327,4.78344
469,430,327,13.8716
705,666,329,75.0549
665,666,329,4.78344
351,312,331,13.8716
666,627,331,75.0549
626,627,331,4.78344
931,892,331,13.8716
627,588,333,75.0549
548,509,334,13.8716
978,979,334,4.78344
1015,1016,334,4.78344
268,229,335,13.8716
345,306,335,13.8716
734,694,335,3.92859
979,940,336,75.0549
422,383,336,13.8716
272,233,336,13.8716
939,940,336,4.78344
191,152,337,13.8716
695,655,337,3.92859
694,655,337,75.0549
940,901,338,75.0549
900,901,338,4.78344
430,391,338,13.8716
1171,1172,338,1.38996
656,616,339,3.92859
655,616,339,75.0549
861,862,340,4.78344
901,862,340,75.0549
617,577,341,3.92859
616,577,341,75.0549
862,823,342,75.0549
312,273,342,13.8716
853,813,342,3.92859
822,823,342,4.78344
578,538,343,3.92859
577,538,343,75.0549
823,784,344,75.0549
588,549,344,13.8716
783,784,344,4.78344
509,470,345,13.8716
539,499,345,3.92859
538,499,345,75.0549
784,745,346,75.0549
229,190,346,13.8716
744,745,346,4.78344
306,267,346,13.8716
383,344,347,13.8716
500,460,347,3.92859
499,460,347,75.0549
745,706,348,75.0549
705,706,348,4.78344
391,352,349,13.8716
1172,1133,349,13.8716
461,421,349,3.92859
460,421,349,75.0549
666,667,350,4.78344
706,667,350,75.0549
421,382,351,75.0549
627,628,352,4.78344
667,628,352,75.0549
273,234,353,13.8716
979,980,355,4.78344
549,510,355,13.8716
1016,1017,355,4.78344
470,431,356,13.8716
190,151,357,13.8716
267,228,357,13.8716
940,941,357,4.78344
980,941,357,75.0549
344,305,358,13.8716
901,902,359,4.78344
941,902,359,75.0549
352,313,360,13.8716
1133,1094,360,13.8716
902,863,361,72.8307
862,863,361,4.44722
694,654,361,3.67972
1167,1208,361,0.332756
382,343,362,13.3253
863,824,363,72.8307
654,615,363,72.8307
655,615,363,3.67972
628,589,363,13.3253
824,785,365,72.8307
615,576,365,72.8307
616,576,365,3.67972
510,471,366,13.3253
785,746,367,72.8307
576,537,367,72.8307
431,392,367,13.3253
577,537,367,3.67972
228,189,368,13.3253
813,773,368,3.67972
537,498,369,72.8307
305,266,369,13.3253
746,707,369,72.8307
1094,1055,371,13.3253
498,459,371,72.8307
313,274,371,13.3253
707,668,371,72.8307
459,420,373,72.8307
343,304,373,13.3253
